method,n,mae_mm,rmse_mm,median_ae_mm,max_error_mm,bias_mm,mae_0_2mm,bias_0_2mm,mae_2_4mm,bias_2_4mm,mae_4_6mm,bias_4_6mm,mae_6_8mm,bias_6_8mm
A_simple_canny,60,3.970513897530831,5.616990011505515,2.4886091538888993,12.218646601720366,1.61739810347006,2.332946137260339,2.000313095164108,4.4810673991442,2.5238526807125856,6.458356651776686,4.194157191794018,3.1436118321051465,-3.1436118321051465
B_calib_otsu_20px,60,1.302821657706897,1.5864781279979099,1.201973238744861,3.726664479384536,-1.2134118289284865,0.3369018026847492,-0.03886904009004821,1.092290204895177,-1.092290204895177,1.8055339806518282,-1.8055339806518282,2.6671724649630146,-2.6671724649630146
C_no_flatten,60,1.5230780223471008,1.8561614819595338,1.395548042883429,4.138413907684777,-1.4514004549867148,0.36111435157135335,-0.12218912703673383,1.2942039275682087,-1.2942039275682087,2.1296374756764807,-2.1296374756764807,3.1436118321051465,-3.1436118321051465
D_otsu_full_flatten,60,2.3568904420173955,3.057982269588346,1.8322330331158336,6.664537583401604,-2.1839071606117177,0.4261185308743346,0.15049240714459097,1.6434321015370112,-1.6434321015370112,3.5045507617346914,-3.5045507617346914,5.566005497208228,-5.566005497208228
E_299crop_flatten,60,4.113209050518964,5.206074471672412,2.8036249858386157,10.069352473698913,3.5890811220827277,7.085957189343397,7.085957189343397,3.444390503755623,3.444390503755623,1.8637820081659207,1.4977034931440836,2.7587905845056957,0.01670938041229837
F_otsu_ext30px,60,0.667367104408472,0.8570847732396741,0.5244743223927208,2.254969049716517,0.0608883765709675,0.9626238048919659,0.9626238048919659,0.23378953235056638,0.21825406178221352,0.2953796186399816,-0.2953796186399816,1.2534862274685288,-1.2534862274685288
F_otsu_ext40px,60,0.617135553739516,0.7602471927364998,0.4731165380117184,1.6869697859090458,0.3165974416207991,1.0443069775913634,1.0443069775913634,0.4067615169086249,0.4067615169086249,0.1271929504511256,0.06903139972931373,0.7009285048682494,-0.7009285048682494
F_otsu_ext50px,60,0.6520815582854377,0.7646306348601976,0.5617933888908035,1.6125864592669352,0.49022369706027363,1.1020400147159697,1.1020400147159697,0.536759348527563,0.536759348527563,0.31569685114480706,0.31569685114480706,0.37705501641665445,-0.33213800394870396
F_otsu_ext60px,60,0.723829493490894,0.8064609745046254,0.6463607815729535,1.6512879567923635,0.6202623108885043,1.1495358838451484,1.1495358838451484,0.6356346811596807,0.6356346811596807,0.4988053339377174,0.4988053339377174,0.35029285056701565,-0.06398166543486292
